,Modelname,Group,test_accuracy_best_val_acc,test_accuracy_best_val_loss,test_accuracy_terminal,test_loss_best_val_acc,test_loss_best_val_loss,test_loss_terminal,test_per_class_accuracy_best_val_acc,test_per_class_accuracy_best_val_loss,test_per_class_accuracy_terminal,train_accuracy,train_loss,train_per_class_accuracy,val_accuracy,val_loss,val_per_class_accuracy
248,VGGAdapted_pretrained_True_aug_True_lr_0.0001_wd_0.0001_g_0.97,VGGAdapted,0.780952380952381,0.7619047619047619,0.7619047619047619,1.6580833226797127,1.5234037145322266,1.735501120304633,0.780952380952381,0.7619047619047619,0.7619047619047619,1.0,0.0008833268810095286,1.0,0.941747572815534,0.20642731436392636,0.9331132603191428
249,VGG_pretrained_True_aug_False_lr_1e-05_wd_0.01_g_0.99,VGG,0.8095238095238095,0.8,0.8,0.4793112150969959,0.46899781496751874,0.4799236794312795,0.8095238095238096,0.7999999999999999,0.8000000000000002,1.0,0.0005536644369429566,1.0,0.8823529411764706,0.2801434327574337,0.8727272727272727
250,VGG_pretrained_False_aug_False_lr_0.001_wd_0.001_g_0.95,VGG,0.41904761904761906,0.3142857142857143,0.37142857142857144,3165218.3850705815,6234861.390336805,127842578.28571428,0.41904761904761906,0.3142857142857143,0.37142857142857144,0.6877323420074349,0.6666098522874059,0.6568918853607849,0.25,2.524591431898229,0.2642191142191142
251,VGG_pretrained_False_aug_True_lr_0.001_wd_0.001_g_0.96,VGG,0.4095238095238095,0.380952380952381,0.42857142857142855,1260237690.9448438,2834476315.487794,70202251.8202147,0.4095238095238096,0.380952380952381,0.42857142857142855,0.7318752531389227,0.6161634906818626,0.5353418421141309,0.627831715210356,354822.4422371681,0.4428178178178178
252,VGG_pretrained_True_aug_True_lr_1e-05_wd_1e-05_g_0.99,VGG,0.7619047619047619,0.780952380952381,0.7714285714285715,1.191315914335705,1.0834638734481163,1.181004954590684,0.7619047619047619,0.7809523809523808,0.7714285714285714,1.0,0.001451010572395026,1.0,0.93042071197411,0.2702640260548653,0.9337517664723546
253,VGGAdapted_pretrained_True_aug_False_lr_1e-05_wd_0.001_g_0.96,VGGAdapted,0.780952380952381,0.780952380952381,0.7904761904761904,0.5040723284085592,0.48728830129617734,0.46258311697414944,0.780952380952381,0.780952380952381,0.7904761904761904,1.0,0.0024660359271784695,1.0,0.9264705882352942,0.2250731902963975,0.9181818181818184
254,VGGAdapted_pretrained_True_aug_True_lr_1e-05_wd_0.001_g_0.97,VGGAdapted,0.7904761904761904,0.7904761904761904,0.7523809523809524,0.968381391833758,0.968381391833758,1.2395537492065205,0.7904761904761904,0.7904761904761904,0.7523809523809524,1.0,0.0013814642218176582,1.0,0.9288025889967636,0.25494998628364024,0.932563077783666
255,VGG_pretrained_False_aug_False_lr_0.0001_wd_0.01_g_0.95,VGG,0.3619047619047619,0.3619047619047619,0.42857142857142855,2.5953641074044365,1.817081188020252,3.009233810788109,0.3619047619047619,0.3619047619047619,0.42857142857142855,0.9776951672862454,0.061829036330201814,0.9734405458089668,0.4852941176470588,2.6163947722491097,0.4755244755244756
256,VGG_pretrained_False_aug_False_lr_0.0001_wd_1e-05_g_0.98,VGG,0.37142857142857144,0.37142857142857144,0.4380952380952381,1.4126518397104173,1.4126518397104173,3.838654613494873,0.37142857142857144,0.37142857142857144,0.43809523809523815,0.9739776951672864,0.11001024007464873,0.9683235867446394,0.4411764705882353,2.6233192051158234,0.4317016317016316
257,VGGAdapted_pretrained_False_aug_True_lr_0.0001_wd_0.0001_g_0.95,VGGAdapted,0.49523809523809526,0.4095238095238095,0.49523809523809526,2.022709072203863,1.723345082714444,1.8215204324041097,0.49523809523809526,0.4095238095238096,0.49523809523809526,0.9923045767517212,0.038341930040274134,0.9866267860028884,0.7491909385113269,1.902240988120292,0.5977319230995702
258,VGG_pretrained_False_aug_True_lr_0.0001_wd_0.01_g_0.96,VGG,0.47619047619047616,0.47619047619047616,0.4666666666666667,4.645210434141613,2.206161524000622,4.422176324753535,0.4761904761904761,0.4761904761904762,0.4666666666666666,0.997974888618874,0.005267565530508307,0.9985822737619277,0.8058252427184466,1.1176152827284482,0.6638366307483955
259,VGG_pretrained_True_aug_False_lr_1e-05_wd_1e-05_g_0.99,VGG,0.8095238095238095,0.8,0.8,0.4709316858223506,0.4676941522530147,0.48009486411299024,0.8095238095238094,0.7999999999999999,0.8000000000000002,1.0,0.0005466493511343978,1.0,0.8823529411764706,0.2812001231838675,0.8727272727272727
260,VGG_pretrained_False_aug_True_lr_0.0001_wd_1e-05_g_0.99,VGG,0.4857142857142857,0.42857142857142855,0.5047619047619047,3.1701541537330264,1.574484636670067,3.3571687936782837,0.48571428571428577,0.42857142857142855,0.5047619047619047,0.9493722154718508,0.15446412300184795,0.9246179641397992,0.7475728155339806,1.4328471275595014,0.6137737001707589
261,VGGAdapted_pretrained_False_aug_False_lr_0.001_wd_1e-05_g_0.95,VGGAdapted,0.41904761904761906,0.4666666666666667,0.3904761904761905,126003892.01904762,456942310.1052979,227455794.1745181,0.41904761904761906,0.4666666666666666,0.3904761904761904,0.8884758364312267,0.28285221838596586,0.8881639360108259,0.3235294117647059,163291934.27052173,0.3269230769230769
262,VGGAdapted_pretrained_True_aug_False_lr_0.0001_wd_0.0001_g_0.97,VGGAdapted,0.8380952380952381,0.8,0.8285714285714286,0.5160987896578653,0.5099969467946461,0.485747732363996,0.8380952380952381,0.8000000000000002,0.8285714285714286,0.9962825278810408,0.006842293148459157,0.9953703703703703,0.8970588235294118,0.2644043056403889,0.8863636363636364
